City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1086,Morondava,MG,78.62,clear sky,-20.2833,44.2833,La Case Bambou
1091,Labuan,MY,82.76,few clouds,5.2767,115.2417,Tiara Labuan Hotel
1096,Tubigan,PH,81.9,overcast clouds,8.5322,124.3122,Hotel Conchita
1103,Brazzaville,CG,75.56,moderate rain,-4.2658,15.2832,Hotel Muesse
1114,Conceicao Das Alagoas,BR,78.58,overcast clouds,-19.9147,-48.3883,Bouganville Hotel
1129,Mtwara,TZ,77.43,light rain,-10.2667,40.1833,TIL Hotels Mtwara
1130,Pitimbu,BR,79.39,broken clouds,-7.4706,-34.8086,Nobile Suítes Tambaú
1131,Kualakapuas,ID,80.76,overcast clouds,-3.0091,114.3876,Airy Kayu Tangi Brigjen Hasan Basri 70 Banjarmasin
1135,Maunabo,PR,80.44,overcast clouds,18.0072,-65.8993,Parador Palmas De Lucia
1143,Bonthe,SL,79.27,few clouds,7.5264,-12.505,Bonthe Holiday Village
1144,Koungou,YT,78.51,few clouds,-12.7336,45.2042,Perle du Sud
1150,Ipixuna,BR,76.95,overcast clouds,-1.7625,-48.8043,Hotel Joanayna
1153,Richards Bay,ZA,76.33,overcast clouds,-28.783,32.0377,Imvubu Lodge
1156,Merauke,ID,86.41,overcast clouds,-8.4667,140.3333,Swiss-Belhotel Merauke
1157,Fortaleza,BR,84.25,scattered clouds,-3.7227,-38.5247,Hotel Sonata de Iracema
1167,Kampot,KH,82.45,overcast clouds,10.6167,104.1833,Bokor Hill Station
1168,Coro,VE,77.61,overcast clouds,11.4045,-69.6734,Federal
1173,Ciudad Guayana,VE,76.51,scattered clouds,8.3533,-62.6528,Eurobuilding Hotel Plaza Guayana
1175,Thiruvarur,IN,81.93,clear sky,10.7667,79.65,Vinayaga by Poppys - Kumbakonam
1177,Teluk Nibung,ID,81.72,overcast clouds,3.001,99.8164,Hotel Assyifa
1184,Manokwari,ID,84.24,overcast clouds,-0.8667,134.0833,ASTON Niu Manokwari Hotel and Conference Center
1190,Bairiki,KI,87.8,few clouds,1.3292,172.9752,Fema Lodge
1191,Yendi,GH,75.16,overcast clouds,9.4427,-0.0099,Eyarro Lodge
1192,Broken Hill,AU,78.51,broken clouds,-31.95,141.4333,Royal Exchange Hotel
1194,Cap Malheureux,MU,77.49,scattered clouds,-19.9842,57.6142,The Ravenala Attitude Hotel
1203,Marsh Harbour,BS,77.22,few clouds,26.5412,-77.0636,Bahama Beach Club
1204,Bambanglipuro,ID,80.85,light rain,-7.95,110.2833,Novotel Yogyakarta
1206,Aparecida Do Taboado,BR,77.52,broken clouds,-20.0867,-51.0936,Litani Park Hotel - Hotel Santa Fé do Sul
1211,Coruripe,BR,76.77,scattered clouds,-10.1256,-36.1756,Hotel Fazenda Maresia
1213,Oistins,BB,80.69,scattered clouds,13.0667,-59.5333,Hilton Barbados Resort
1215,Chauk,MM,76.93,clear sky,20.8833,94.8167,Bagan Thande Hotel
1227,Alim,PH,82.13,overcast clouds,9.5649,122.4876,Punta Bulata Resort & Spa
1255,Sokoni,TZ,78.64,light rain,-6.4333,39.55,Paje By Night
1263,Tulagi,SB,82.2,light rain,-9.0996,160.1476,Raiders Hotel & Dive
1271,Razole,IN,80.89,clear sky,16.4833,81.8333,swayamprabha service apartments
1273,Sorong,ID,84.61,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
1275,Sri Aman,MY,78.85,scattered clouds,1.2376,111.4621,Seri Simanggang Hotel
1281,Moroni,KM,78.75,broken clouds,-11.7022,43.2551,Hotel les Arcades
1285,Koungheul,SN,76.66,overcast clouds,13.9833,-14.8,Campement de Chasse Bambouk
1288,Matinhos,BR,75.65,overcast clouds,-25.8175,-48.5428,Hotel Santa Paula
1309,Sambava,MG,75.81,light rain,-14.2667,50.1667,Melrose
1310,Porto Novo,BJ,79.09,broken clouds,6.4965,2.6036,Novotel Cotonou Orisha
1313,Utinga,BR,78.06,scattered clouds,-5.8172,-35.3954,Rede Andrade Bello Mare Hotel
1316,Poya,NC,85.71,light rain,-21.35,165.15,Sheraton New Caledonia Deva Spa & Golf Resort
1319,Omboue,GA,75.27,moderate rain,-1.5746,9.2618,Hotel Olako
1321,Tutoia,BR,80.94,overcast clouds,-2.7619,-42.2744,Pousada Guará's
1324,Wiang Sa,TH,80.85,broken clouds,8.6359,99.3666,ชำนาญอินน์
1325,Palembang,ID,82.49,scattered clouds,-2.9167,104.7458,ASTON Palembang Hotel & Conference Center
1334,Mamallapuram,IN,82.45,scattered clouds,12.6264,80.1722,Taj Fisherman's Cove Resort & Spa Chennai
1340,Semarang,ID,88.97,light rain,-6.9932,110.4203,ibis Semarang Simpang Lima
1342,Singaraja,ID,79.97,light rain,-8.112,115.0882,Lovina Beach Hotel
1345,Estefania,PH,75.47,broken clouds,17.7976,121.7253,Mango Suites
1352,Auki,SB,78.69,light rain,-8.7676,160.7034,Auki Motel
1354,Manali,IN,82.49,broken clouds,13.1667,80.2667,The Accord Metropolitan
1357,Kralendijk,BQ,81.41,broken clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
1358,Le Vauclin,MQ,80.65,broken clouds,14.5452,-60.8388,La Pagerie - Tropical Garden Hotel
1361,Cotonou,BJ,80.76,broken clouds,6.3654,2.4183,Novotel Cotonou Orisha
1370,Bentong,MY,78.12,overcast clouds,3.5181,101.9079,"Colmar Tropicale, Berjaya Hills"
1390,Kuala Terengganu,MY,79.23,overcast clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
1393,Pringsewu,ID,82.67,overcast clouds,-5.3582,104.9744,Novotel Lampung
1403,Freetown,SL,79.93,overcast clouds,8.484,-13.2299,The Country Lodge Hotel
1417,Tanete,ID,78.1,moderate rain,-3.9443,119.7848,Hotel Denpasar
1434,Ko Samui,TH,79.61,scattered clouds,9.5357,99.9357,Sareeraya Villas & Suites Hotel
1435,Payo,ID,83.32,overcast clouds,-3.7508,103.6372,Grand Zuri Muara Enim by ZHM
1445,Pandan,PH,79.45,overcast clouds,14.0453,124.1694,Maui Beach
1447,Takoradi,GH,78.98,light rain,4.8845,-1.7554,Raybow International Hotel
1449,Pemba,MZ,79.56,few clouds,-12.974,40.5178,Kaia Village - Hotel Restaurant & Serviced Accommodation
1457,Port Moresby,PG,83.75,overcast clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
1464,Mangaluru,IN,77.86,few clouds,12.8667,74.8833,The Ocean Pearl
1468,Santo Domingo,DO,77.04,overcast clouds,18.5001,-69.9886,Cabañas City Heart
1471,Domoni,KM,79.38,broken clouds,-12.2569,44.5319,Hotel Le Sultan
1480,Batticaloa,LK,79.99,clear sky,7.7102,81.6924,"Amethyst Resort, Passikudah"
1484,Farafangana,MG,76.78,light rain,-22.8167,47.8333,Miarina
1496,Tarakan,ID,76.5,light rain,3.3,117.6333,Swiss-Belhotel Tarakan
1497,Byron Bay,AU,78.75,broken clouds,-28.65,153.6167,Backpackers Inn
1499,Lodwar,KE,78.31,overcast clouds,3.1191,35.5973,Solmar Gracious Hotel
1500,Novo Oriente,BR,80.91,broken clouds,-5.5344,-40.7742,Koncord Motel
1501,Laguna De Perlas,NI,77.02,clear sky,12.3429,-83.6712,Kahka Creek
1505,Santiago,CL,76.86,clear sky,-33.4569,-70.6483,Che Lagarto Hostel Santiago
1517,Voh,NC,85.41,broken clouds,-20.9667,164.7,Le gîte du Koniambo
1525,Sao Miguel Do Iguacu,BR,78.01,clear sky,-25.3481,-54.2378,Recanto Cataratas Thermas Resort & Convention
1530,Pimenteiras,BR,76.15,clear sky,-6.2453,-41.4192,Hotel rotativo pimentas
1537,Cururupu,BR,75.96,broken clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
1539,Kefamenanu,ID,87.4,overcast clouds,-9.4467,124.4781,Sokowindo Losmen
1540,Iquitos,PE,75.24,broken clouds,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
1549,Ca Mau,VN,79.75,broken clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
1551,Kokoda,PG,86.11,overcast clouds,-8.8785,147.7407,Daito Guest House
1553,Crib Point,AU,82.02,overcast clouds,-38.35,145.2,Silverwater Resort
1559,San Pedro,PH,83.32,scattered clouds,14.35,121.0167,Dusit Thani Manila
1562,Aloleng,PH,82.2,overcast clouds,16.1307,119.7824,Olana Bed & Breakfast
1563,Kuah,MY,79.25,overcast clouds,6.3265,99.8432,Aseania Resort & Spa Langkawi
1564,Soure,BR,79.66,broken clouds,-0.7167,-48.5233,Casarão da Amazônia
1579,Catuday,PH,79.07,overcast clouds,16.2923,119.8062,Skye-Jace Transient
1584,Tangara,BR,75.88,overcast clouds,-6.1994,-35.8017,Pousada Pedra Grande
1586,Jalingo,NG,77.09,overcast clouds,8.8833,11.3667,Debright Motel
1592,Road Town,VG,80.01,broken clouds,18.4167,-64.6167,Frenchman's Reef & Morning Star Marriott Beach Resort - closed August 2018
1593,West Bay,KY,80.01,few clouds,19.3667,-81.4167,"The Ritz-Carlton, Grand Cayman"
1595,Malindi,KE,78.78,overcast clouds,-3.2175,40.1191,African House Resort
1597,Fomboni,KM,82.15,few clouds,-12.28,43.7425,Auberge les abou
1616,Kuching,MY,79.02,light rain,1.55,110.3333,The Ranee Boutique Suites
1617,Maragogi,BR,77.52,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
1626,Champerico,GT,81.03,clear sky,14.3,-91.9167,Hotel Astor
1633,Garissa,KE,75.09,light rain,-0.4536,39.6401,Sharif Plaza Hotel
1665,Gua Musang,MY,80.37,overcast clouds,4.8823,101.9644,Mines Inn Hotel
1669,Sungaipenuh,ID,77.36,broken clouds,-2.0833,101.3833,penginapan citra alam
1679,Neiafu,TO,83.08,broken clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
1680,Sao Jose Da Coroa Grande,BR,77.72,few clouds,-8.8978,-35.1478,Salinas do Maragogi All Inclusive Resort
1681,Bien Hoa,VN,82.38,overcast clouds,10.95,106.8167,OYO 991 Duy Anh Hotel
1682,Brownsville,US,77.09,clear sky,25.9018,-97.4975,University Inn & Suites
1691,Liku,ID,88.66,overcast clouds,-0.7275,119.8922,Hotel Santika Palu
1692,Pijijiapan,MX,76.55,clear sky,15.7011,-93.23,Hotel Rosita
1694,Denpasar,ID,80.26,light rain,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
1697,Bombay,IN,76.89,mist,19.0144,72.8479,Hotel Avon Ruby-Dadar
1702,Turan,VN,84.25,mist,16.0678,108.2208,Sun River Hotel
1710,Benguela,AO,75.74,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
1715,San Juan,AR,77.56,broken clouds,-31.5375,-68.5364,Hotel Provincial
1728,Kieta,PG,82.51,light rain,-6.2167,155.6333,Uruna Bay Retreat
1732,Seropedica,BR,75.51,scattered clouds,-22.7439,-43.7075,Mercure Rio De Janeiro Nova Iguacu
1735,Vung Tau,VN,78.6,overcast clouds,10.346,107.0843,Green hotel
1749,Port Augusta,AU,83.71,scattered clouds,-32.5,137.7667,Majestic Oasis Apartments
1752,Mucurapo,TT,80.13,broken clouds,10.6667,-61.5333,Courtyard by Marriott Port of Spain
1763,Beruwala,LK,80.62,scattered clouds,6.4788,79.9828,Cinnamon Bentota Beach
1768,Sumenep,ID,77.94,moderate rain,-7.0167,113.8667,OYO 3271 Homestay Pandian
1771,Tabuk,PH,76.66,scattered clouds,17.4189,121.4443,Mango Suites
1780,Chateaubelair,VC,79.41,overcast clouds,13.2833,-61.25,Rich View Hotel
1789,Acarau,BR,81.07,scattered clouds,-2.8856,-40.12,"Sea Lounge! Bar, Club & Restaurant"
1794,Okitipupa,NG,75.49,scattered clouds,6.5047,4.7839,Adolak International Hotel
1798,Chake Chake,TZ,75.88,light rain,-5.2459,39.7666,Pemba Lodge
1799,Cam Ranh,VN,76.96,scattered clouds,11.9214,109.1591,Hanoi Golden Hotel
1804,Barreirinha,BR,76.28,broken clouds,-2.7933,-57.07,Hotel e Restaurante Tupana Iwato
1821,Cabedelo,BR,79.47,scattered clouds,-6.9811,-34.8339,Nobile Suítes Tambaú
1825,Delmas,HT,79.52,scattered clouds,18.5447,-72.3028,Idéal Villa Hôtel
1838,Vitoria,BR,75.06,few clouds,-20.3194,-40.3378,Hotel Prata
1839,Sembakung,ID,76.93,heavy intensity rain,3.8167,117.25,Pondok Sambaita
1840,Kimbe,PG,84.31,light rain,-5.5502,150.1429,Walindi Plantation Resort
1851,Coari,BR,77.07,overcast clouds,-4.085,-63.1414,HOTEL ALEX FLAT
1852,Savannah Bight,HN,79.0,clear sky,16.45,-85.85,Villa on Dunbar Rock
1865,Thinadhoo,MV,82.24,broken clouds,0.5333,72.9333,Raffles Maldives Meradhoo Resort
1870,Ico,BR,83.34,broken clouds,-6.4011,-38.8622,Lanchonete e Pousada Alameda
1874,Kaohsiung,TW,80.1,few clouds,22.6163,120.3133,御宿商旅-中山館
1881,Tamiahua,MX,75.13,scattered clouds,21.2667,-97.45,Hotel May Palace
1890,Presidente Epitacio,BR,77.56,broken clouds,-21.7633,-52.1156,K. Hotéis
1894,Mtambile,TZ,77.76,light rain,-5.3833,39.7,Pemba Lodge
1898,Urucara,BR,75.85,broken clouds,-2.5364,-57.76,Hotel
1899,Nsanje,MW,75.16,clear sky,-16.92,35.262,Nsanje Discovery Lodge
1907,Black River,JM,77.0,clear sky,18.0264,-77.8487,Treasure Beach Hotel
1913,Svay Rieng,KH,78.48,overcast clouds,11.0879,105.7993,Malay Inn Guesthouse
1914,Soyo,AO,78.08,overcast clouds,-6.1349,12.3689,Flat Hotel Prosper
1923,Teahupoo,PF,78.76,overcast clouds,-17.8333,-149.2667,Vanira Lodge
1935,Baculin,PH,82.63,overcast clouds,7.4525,126.5842,Baculin Cove Beach Resort
1951,Pangkalanbuun,ID,84.87,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
1953,Brejo,BR,75.49,broken clouds,-3.6844,-42.7503,Hotel Santa Luzia
1956,Kantunilkin,MX,78.64,clear sky,21.0917,-87.45,Jolie Jungle Eco Hotel
1957,Pizarro,CO,76.05,moderate rain,4.9533,-77.366,Hotel Limonar
1958,Nisia Floresta,BR,77.81,broken clouds,-6.0911,-35.2086,Rede Andrade Bello Mare Hotel
1960,Amambai,BR,76.21,scattered clouds,-23.1042,-55.2258,Keren Hotel
1961,Panalingaan,PH,85.1,overcast clouds,8.7842,117.4231,Palawan Ecolodge
1971,San Andres,CO,82.42,few clouds,12.5847,-81.7006,Hotel Arena Blanca
1978,Pedasi,PA,79.07,overcast clouds,7.5333,-80.0333,Playa Venao Hotel Resort
1983,Kingston,JM,81.55,few clouds,17.997,-76.7936,The Jamaica Pegasus Hotel
1988,Pagudpud,PH,77.45,overcast clouds,18.5616,120.7868,Hannah’s Beach Resort
1989,Lethem,GY,78.37,overcast clouds,3.3803,-59.7968,Savannah Inn
1993,Los Algarrobos,PA,81.45,scattered clouds,8.5,-82.4333,Las Olas Resort
1996,Miramar,US,75.22,scattered clouds,25.9873,-80.2323,Casa Miramar
2007,Nkhata Bay,MW,75.38,broken clouds,-11.6066,34.2907,White Sands Retreat
2008,Puerto Colombia,CO,80.69,scattered clouds,10.9878,-74.9547,Hotel NH Collection Barranquilla Smartsuites Royal
2014,Ichchapuram,IN,76.06,overcast clouds,19.1167,84.7,Gopalpur Palm Resort
2034,Barranco,PA,75.76,overcast clouds,9.5167,-82.7,Lizard King Hotel & Suites
2038,Naranjal,EC,78.6,overcast clouds,-2.6667,-79.6167,Monoloco Finca
2058,Mackay,AU,88.68,scattered clouds,-21.15,149.2,Windmill Motel and Events Centre
2061,Sargur,IN,75.78,few clouds,11.9833,76.4167,"Evolve Back, Kabini"
2065,Puerto Gaitan,CO,78.55,broken clouds,4.3133,-72.0816,Brisas del Yucao
2086,Yanam,IN,82.8,clear sky,16.7333,82.2167,Royal Park
2096,Candelaria,PH,83.19,scattered clouds,13.9311,121.4233,The Farm At San Benito
2097,Santiago Del Estero,AR,77.81,overcast clouds,-27.7951,-64.2615,Apartamentos Castelli 90
2099,Ponnani,IN,81.72,broken clouds,10.767,75.9252,Kanoos Residency
2104,Oranjestad,AW,80.69,overcast clouds,12.524,-70.027,Holiday Inn Resort Aruba-Beach Resort & Casino
2106,Maasin,PH,82.74,broken clouds,10.1336,124.8447,Visayas Breeze Resort
2108,Salina Cruz,MX,78.75,clear sky,16.1667,-95.2,Amerik HOTEL
2109,Santa Cruz Del Sur,CU,76.14,overcast clouds,20.7147,-77.9956,Pablo Bassabe Younger years house
2115,Ifo,NG,80.22,broken clouds,6.8144,3.1958,De Lawrence Court & Suites Hotel Allen Avenue Ikeja
2144,Pattani,TH,80.31,overcast clouds,6.75,100.4167,New Season Hotel
2148,Dom Pedro,BR,75.04,broken clouds,-4.4833,-44.45,Pousada Santa Amália
2151,San Lorenzo,PY,81.59,clear sky,-25.3333,-57.5333,Hotel del Sur
2154,Ranong,TH,82.33,broken clouds,9.9658,98.6348,Tinidee Hotel@Ranong
2158,Cravo Norte,CO,79.21,overcast clouds,6.3017,-70.2041,Mendihuaca Caribbean Resort
2161,Mogadishu,SO,77.86,few clouds,2.0371,45.3438,Hotel Juba
2164,Nambucca Heads,AU,75.2,overcast clouds,-30.65,153.0,Marcel Towers Holiday Apartments
2165,Vieques,PR,80.64,scattered clouds,18.425,-65.8329,"El Conquistador, A Waldorf Astoria Resort"
2166,Rach Gia,VN,78.75,overcast clouds,10.0167,105.0833,Nhà Hàng Hòa Giang
2167,Parit Buntar,MY,82.94,overcast clouds,5.1267,100.4932,Cititel Penang
2169,Valle Hermoso,MX,77.0,overcast clouds,25.6667,-97.8333,"Holiday Inn Matamoros, an IHG Hotel"
2170,Kismayo,SO,79.14,scattered clouds,-0.3582,42.5454,Agan-Hotel
2173,Nata,PA,75.63,overcast clouds,8.3333,-80.5167,Hato Viejo Boutique Hotel
2184,Manavalakurichi,IN,84.29,overcast clouds,8.1333,77.3,Sparsa
2196,Kota Belud,MY,85.86,broken clouds,6.351,116.4305,Mimpian Jadi Golf & Beach Resort
2201,Santa Rita,BR,79.47,few clouds,-7.1139,-34.9781,Nobile Suítes Tambaú
2205,Vangaindrano,MG,76.39,light rain,-23.35,47.6,Hotel Fanilo
2211,Sainte-Suzanne,RE,82.58,clear sky,-20.9061,55.6089,Central Hôtel
2217,Barra Patuca,HN,76.93,few clouds,15.8,-84.2833,La Yassany
2229,Senador Pompeu,BR,80.73,broken clouds,-5.5881,-39.3717,Mombaça Premium Hotel
2232,Bowen,AU,84.45,clear sky,-20.0167,148.2333,Rose Bay Resort
2241,Passo De Camaragibe,BR,78.35,scattered clouds,-9.2368,-35.4901,Salinas do Maragogi All Inclusive Resort
2245,Caucaia,BR,84.07,scattered clouds,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
2248,Guarapari,BR,75.09,light rain,-20.6667,-40.4975,Hotel Porto do Sol
2249,Nova Russas,BR,82.02,broken clouds,-4.7067,-40.5631,palace motel
2250,Umiray,PH,79.03,scattered clouds,15.2206,121.4111,The Chairmans Residence
2257,Manado,ID,86.77,scattered clouds,1.487,124.8455,Aryaduta Hotel
2259,Oriximina,BR,76.14,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
2264,Yeppoon,AU,83.98,broken clouds,-23.1333,150.7333,Mercure Rockhampton
2283,Todos Santos,MX,76.01,overcast clouds,23.45,-110.2167,Hotel California Todos Santos
2284,Madang,PG,86.61,overcast clouds,-5.2246,145.7966,Comfort Inn Hotel
2287,Krabi,TH,80.8,few clouds,8.0726,98.9105,Krabi Resort กระบี่รีสอร์ท
2292,Sampit,ID,84.4,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
2301,Coxim,BR,75.2,broken clouds,-18.5067,-54.76,Six Ranch
2302,Sidrolandia,BR,77.79,clear sky,-20.9319,-54.9614,Acampamento Maria de Jesus
2309,Iracoubo,GF,76.41,light rain,5.4802,-53.2011,L'oiseau de Paradis
2320,Candido Mendes,BR,76.5,scattered clouds,-1.4467,-45.7167,Quebrada Do Mlk PJL
2334,Angoche,MZ,75.45,broken clouds,-16.2325,39.9086,Guest House HESADA
2335,Rantauprapat,ID,85.6,scattered clouds,2.1,99.8333,SiBAYAK NCOLE
2350,Panique,PH,79.95,broken clouds,12.4797,122.0153,By the Sea Resort
2352,Barabai,ID,83.64,overcast clouds,-2.5833,115.3833,Hotel Balqis
2355,Penaflor,CL,79.07,clear sky,-33.6167,-70.9167,Sheraton Santiago Hotel and Convention Center
2364,Gawler,AU,84.61,overcast clouds,-34.6,138.7333,The Chancellor on Currie
2368,Balabac,PH,83.86,overcast clouds,7.9868,117.0645,Onok Island
2369,Puerto Madero,MX,77.2,clear sky,14.7208,-92.4215,Hotel Casa Mexicana
2370,Tema,GH,81.01,clear sky,5.667,-0.0166,Accra City Hotel
2375,Carmen,MX,78.84,clear sky,18.6333,-91.8333,Hotel Lossandes
2379,Bachaquero,VE,79.56,few clouds,9.9694,-71.1494,Amira minimarket
2380,Manaus,BR,79.29,clear sky,-3.1019,-60.025,Manaus Hotéis Millennium
2394,Boyolangu,ID,76.55,overcast clouds,-8.1181,111.8935,Hotel Istana
2400,Pundaguitan,PH,82.99,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
2405,Marovoay,MG,77.14,clear sky,-16.1,46.6333,Blue Vanga Lodge
2410,Murud,IN,76.51,clear sky,18.3258,72.965,Bouganvillea Boutique Beach House
2423,Masuguru,TZ,75.2,broken clouds,-11.3667,38.4167,
2428,Hatillo,PR,79.09,few clouds,18.4863,-66.8254,Courtyard by Marriott Aguadilla
2437,Conde,BR,78.26,few clouds,-7.2597,-34.9075,Nobile Suítes Tambaú
2439,Jatiroto,ID,77.45,light rain,-7.8833,111.1167,Jawa Dwipa Heritage Resort & Convention
2442,Navirai,BR,75.76,scattered clouds,-23.065,-54.1906,Karibe Motel
2444,Srandakan,ID,80.76,light rain,-7.9386,110.2506,Novotel Yogyakarta
2448,Riohacha,CO,78.71,scattered clouds,11.5444,-72.9072,Hotel Taroa
2453,Gigmoto,PH,80.33,overcast clouds,13.7796,124.39,Monte Karlo Waterfront Tourist Inn
2456,Guaruja,BR,79.16,light rain,-23.9931,-46.2564,Charme Hotel Guarujá
2457,Cancun,MX,78.73,broken clouds,21.1743,-86.8466,Hotel Tankah Cancun
2462,Seddon,AU,83.88,clear sky,-37.8068,144.8916,Footscray Motor Inn
2465,Lamu,KE,80.82,broken clouds,-2.2717,40.902,Lamu House
2466,Acajutla,SV,80.65,scattered clouds,13.5928,-89.8275,Royal Decameron Salinitas
2471,Pointe Michel,DM,80.2,overcast clouds,15.25,-61.3833,Fort Young Hotel
2482,Rockhampton,AU,84.09,scattered clouds,-23.3833,150.5,Mercure Rockhampton
2483,Ranau,MY,79.45,overcast clouds,5.9538,116.6641,D'Villa Rina Ria Lodge ( FB Page : Dvilla Borneo )
2487,Vaitape,PF,80.53,light rain,-16.5167,-151.75,InterContinental Bora Bora Resort Thalasso Spa
2491,Les Cayes,HT,75.74,broken clouds,18.2,-73.75,Suites la Colline
2505,Areia Branca,BR,79.23,clear sky,-4.9561,-37.1369,Hotel Thermas
2519,Beitbridge,ZW,76.17,overcast clouds,-22.2167,30.0,Klein Bolayi Game Lodge
2521,Suba,PH,81.52,overcast clouds,10.8438,121.0102,Jarnchi Pension House
2528,Limbang,MY,84.51,overcast clouds,4.75,115.0,The Brunei Hotel
2529,Benjamin Constant,BR,77.13,overcast clouds,-4.3831,-70.0311,Hotel Amazon Bed and Breakfast / Hotel Amazon B&B
2535,Paredon,MX,78.94,clear sky,16.0333,-93.8667,Hotel Central Parq
2536,Finschhafen,PG,85.8,overcast clouds,-6.6024,147.8681,Cossam Guest House
2537,Catia La Mar,VE,79.0,scattered clouds,10.6038,-67.0303,The Hotel
2553,Pakala,IN,77.41,clear sky,13.4667,79.1167,Fortune Select Grand Ridge
2556,Eydhafushi,MV,82.76,few clouds,5.1033,73.0708,Royal Island Resort & Spa in Maldives
